Start Date,End Date,Duration (in seconds),Recorded Date,Out_tie,introvert,In_tie,tie_type
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3dEONOG5ochGaix,2
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3dEONOG5ochGaix,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3dEONOG5ochGaix,4
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3dEONOG5ochGaix,5
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_2xRGef4HjWotFuD,1
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_2xRGef4HjWotFuD,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_2xRGef4HjWotFuD,4
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_24BJNw1zsoo18my,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_24BJNw1zsoo18my,4
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3m1TyvKi6kKz505,1
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3m1TyvKi6kKz505,2
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3m1TyvKi6kKz505,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_VJaueK36zR0sD6N,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3fwVt3urEfsmpJ8,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_OJCnvFzUOOFbtHH,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_OJCnvFzUOOFbtHH,4
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_OJCnvFzUOOFbtHH,5
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_x44ozshKRXs1MK5,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_27BAyWtH5pIPECQ,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_2f35nXJNSOwmZSr,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3G3ubwwPwXt21aS,1
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3G3ubwwPwXt21aS,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3G3ubwwPwXt21aS,4
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_3gNlZxrhNGCvQAd,1
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_3gNlZxrhNGCvQAd,3
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_3gNlZxrhNGCvQAd,4
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_3oHD4yaWusLYZwJ,1
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_3oHD4yaWusLYZwJ,4
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_3oHD4yaWusLYZwJ,5
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_31RjdnwvI7oc3rn,1
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_31RjdnwvI7oc3rn,4
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_31RjdnwvI7oc3rn,5
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_2xRGef4HjWotFuD,4
2022-04-07T15:31:31Z,2022-04-07T15:34:42Z,191,2022-04-07T15:34:42Z,R_3GDn3KeV2jrktfY,3,R_3oGdOSVL58HkPLJ,1
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3Hnrf2wVHjz5O5A,1
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3Hnrf2wVHjz5O5A,2
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3Hnrf2wVHjz5O5A,3
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3Hnrf2wVHjz5O5A,4
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3Hnrf2wVHjz5O5A,5
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_qCtppvDN8xw43tL,1
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_qCtppvDN8xw43tL,3
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_qCtppvDN8xw43tL,4
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_qCtppvDN8xw43tL,5
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3m1TyvKi6kKz505,1
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3m1TyvKi6kKz505,3
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_3m1TyvKi6kKz505,5
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_27BAyWtH5pIPECQ,1
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_27BAyWtH5pIPECQ,2
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_27BAyWtH5pIPECQ,3
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_2usox9BRq13ONBH,1
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_2usox9BRq13ONBH,2
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_2usox9BRq13ONBH,3
2022-04-07T15:32:32Z,2022-04-07T15:34:50Z,138,2022-04-07T15:34:50Z,R_OJCnvFzUOOFbtHH,3,R_2usox9BRq13ONBH,5
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_1f9FxEfyljqg2HA,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_1f9FxEfyljqg2HA,3
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_31cjeGSOJq5JRzC,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2zCutx5soLQdGaU,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3dEONOG5ochGaix,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_qCtppvDN8xw43tL,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3m1TyvKi6kKz505,1
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3m1TyvKi6kKz505,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3m1TyvKi6kKz505,3
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3m1TyvKi6kKz505,4
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3m1TyvKi6kKz505,5
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3fwVt3urEfsmpJ8,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3fwVt3urEfsmpJ8,3
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_3fwVt3urEfsmpJ8,5
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_1GKpih8uV7t9rTq,1
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_1GKpih8uV7t9rTq,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_1GKpih8uV7t9rTq,5
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_e41ZrIhK2URdHCV,1
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_e41ZrIhK2URdHCV,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2X7G1JpnunGZUnH,1
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2X7G1JpnunGZUnH,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2X7G1JpnunGZUnH,5
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2f35nXJNSOwmZSr,1
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2f35nXJNSOwmZSr,2
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2f35nXJNSOwmZSr,3
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2f35nXJNSOwmZSr,4
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2f35nXJNSOwmZSr,5
2022-04-07T15:31:42Z,2022-04-07T15:35:39Z,237,2022-04-07T15:35:39Z,R_VJaueK36zR0sD6N,1,R_2usox9BRq13ONBH,2
2022-04-07T15:34:30Z,2022-04-07T15:35:40Z,69,2022-04-07T15:35:40Z,R_3L83lxZC7dTqbsR,1,R_1f9FxEfyljqg2HA,2
2022-04-07T15:34:30Z,2022-04-07T15:35:40Z,69,2022-04-07T15:35:40Z,R_3L83lxZC7dTqbsR,1,R_3Hnrf2wVHjz5O5A,2
2022-04-07T15:34:30Z,2022-04-07T15:35:40Z,69,2022-04-07T15:35:40Z,R_3L83lxZC7dTqbsR,1,R_31cjeGSOJq5JRzC,2
2022-04-07T15:34:30Z,2022-04-07T15:35:40Z,69,2022-04-07T15:35:40Z,R_3L83lxZC7dTqbsR,1,R_1FDJyqPvMj9vQfG,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_1f9FxEfyljqg2HA,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_1f9FxEfyljqg2HA,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_1f9FxEfyljqg2HA,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_1f9FxEfyljqg2HA,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_1f9FxEfyljqg2HA,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3Hnrf2wVHjz5O5A,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3Hnrf2wVHjz5O5A,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3Hnrf2wVHjz5O5A,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3Hnrf2wVHjz5O5A,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3Hnrf2wVHjz5O5A,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_31cjeGSOJq5JRzC,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_31cjeGSOJq5JRzC,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_31cjeGSOJq5JRzC,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_31cjeGSOJq5JRzC,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_31cjeGSOJq5JRzC,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3gNlZxrhNGCvQAd,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3kKWUYY7HFp7ywV,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3kKWUYY7HFp7ywV,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3kKWUYY7HFp7ywV,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3kKWUYY7HFp7ywV,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3kKWUYY7HFp7ywV,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_qCtppvDN8xw43tL,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_qCtppvDN8xw43tL,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_qCtppvDN8xw43tL,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_qCtppvDN8xw43tL,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_qCtppvDN8xw43tL,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_24BJNw1zsoo18my,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_24BJNw1zsoo18my,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_24BJNw1zsoo18my,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_24BJNw1zsoo18my,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3m1TyvKi6kKz505,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3m1TyvKi6kKz505,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3m1TyvKi6kKz505,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3m1TyvKi6kKz505,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3m1TyvKi6kKz505,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3fwVt3urEfsmpJ8,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3fwVt3urEfsmpJ8,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3fwVt3urEfsmpJ8,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_picywn7CsDCYenn,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_picywn7CsDCYenn,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_picywn7CsDCYenn,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_picywn7CsDCYenn,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_picywn7CsDCYenn,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_e41ZrIhK2URdHCV,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_e41ZrIhK2URdHCV,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_e41ZrIhK2URdHCV,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_27BAyWtH5pIPECQ,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_27BAyWtH5pIPECQ,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2f35nXJNSOwmZSr,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2f35nXJNSOwmZSr,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2f35nXJNSOwmZSr,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2f35nXJNSOwmZSr,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3G3ubwwPwXt21aS,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3G3ubwwPwXt21aS,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3G3ubwwPwXt21aS,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_3G3ubwwPwXt21aS,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2usox9BRq13ONBH,1
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2usox9BRq13ONBH,2
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2usox9BRq13ONBH,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2usox9BRq13ONBH,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_2usox9BRq13ONBH,5
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_PA6BpFTny7EZ5jr,3
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_PA6BpFTny7EZ5jr,4
2022-04-07T15:31:35Z,2022-04-07T15:35:44Z,248,2022-04-07T15:35:44Z,R_x44ozshKRXs1MK5,3,R_PA6BpFTny7EZ5jr,5
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_1f9FxEfyljqg2HA,2
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_1f9FxEfyljqg2HA,3
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_1f9FxEfyljqg2HA,4
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_1f9FxEfyljqg2HA,5
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_31cjeGSOJq5JRzC,1
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_31cjeGSOJq5JRzC,2
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_31cjeGSOJq5JRzC,3
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_31cjeGSOJq5JRzC,4
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_31cjeGSOJq5JRzC,5
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_3gNlZxrhNGCvQAd,4
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_3kKWUYY7HFp7ywV,1
2022-04-07T15:31:28Z,2022-04-07T15:35:49Z,260,2022-04-07T15:35:49Z,R_3Hnrf2wVHjz5O5A,2,R_3kKWUYY7HFp7ywV,2
